video_id,class,sequence_length
37338,1089,61
37343,470,33
37351,470,73
37353,470,64
37344,470,96
37347,470,71
37348,470,38
37350,470,41
37356,1008,49
37370,1008,36
37371,1008,91
37372,1008,68
66156,1008,84
37373,1008,83
37364,1008,79
37365,1008,54
37367,1008,68
37395,1021,29
37425,1021,39
37427,1021,64
37418,1021,68
37431,1021,45
37432,1021,70
37419,1021,37
37421,1021,32
37396,525,60
68778,525,41
37404,525,64
37405,525,58
37398,525,36
37399,525,86
37400,525,122
37403,525,27
37464,146,33
69404,146,63
37477,146,64
37470,146,58
37471,146,58
37472,146,26
37473,146,25
37476,146,59
37483,102,74
67921,102,46
37484,102,43
37485,102,58
37488,102,35
37489,102,23
37490,102,67
37512,466,21
66052,466,55
38265,466,106
38266,466,44
38269,466,64
37575,222,38
68106,222,49
37587,222,64
37588,222,68
37589,222,58
37590,222,61
37581,222,45
37582,222,80
37583,222,53
37586,222,114
37644,71,46
37647,71,107
37648,71,88
37651,71,66
37652,71,68
37669,404,41
37683,404,84
37684,404,34
37685,404,85
37690,404,77
37773,615,49
37792,615,55
37784,615,67
37794,615,55
37795,615,60
37786,615,38
37787,615,43
37788,615,44
37789,615,48
37829,1021,80
37830,1021,47
37831,1021,39
37832,1021,49
37836,1219,60
37845,1219,64
66161,1219,78
37837,1219,69
37840,1219,53
37841,1219,31
37843,1219,50
37844,1219,59
37851,333,69
37852,333,85
37853,333,48
37857,333,14
66162,333,74
67924,333,53
37859,333,33
37850,333,91
37879,195,35
68544,195,59
37885,195,55
37886,195,39
67925,195,56
37891,195,69
37892,195,75
37893,195,62
37883,195,58
37884,195,80
37909,157,33
37910,157,99
37911,157,83
37912,157,80
37913,157,55
37916,157,57
37917,157,66
37930,482,54
37940,482,72
37932,482,32
37933,482,92
37938,482,62
37945,1128,33
37963,1128,63
37964,1128,57
37965,1128,59
37958,1128,65
37959,1128,95
37960,1128,53
37961,1128,31
37983,1023,49
69008,1023,47
37991,1023,78
37992,1023,50
37984,1023,68
37985,1023,64
37986,1023,89
37987,1023,73
37990,1023,54
38008,819,46
38019,819,44
38011,819,59
38012,819,58
38042,753,49
66165,753,74
38045,753,88
38046,753,55
38047,753,53
38048,753,79
38061,192,41
38070,192,78
67928,192,36
38071,192,88
38064,192,33
38065,192,73
38066,192,53
38067,192,38
38081,869,38
38091,869,50
38092,869,74
66166,869,60
38085,869,55
38086,869,35
38087,869,72
38088,869,55
38103,634,33
69407,634,54
38128,634,42
38129,634,33
67929,634,36
38132,634,49
38133,634,73
38123,634,29
38126,634,41
38127,634,69
38206,49,46
38212,49,83
38213,49,53
38211,49,135
38216,49,79
38176,544,43
68532,544,140
38186,544,77
38178,544,67
38180,544,38
38181,544,34
38182,544,78
38183,544,69
38222,131,41
38238,131,29
38239,131,63
38240,131,62
38243,131,68
38232,131,28
38233,131,87
38235,131,39
69036,1269,34
38288,1269,89
38289,1269,81
38292,1269,56
38283,1269,55
38284,1269,50
38285,1269,81
38286,1269,53
38314,403,46
68584,403,38
38322,403,48
38323,403,63
38315,403,68
38316,403,62
38317,403,72
38318,403,96
38321,403,81
38329,79,41
38345,79,68
38336,79,67
67932,79,37
38337,79,48
38341,79,34
38342,79,86
66173,1226,66
38373,1226,56
38374,1226,45
38375,1226,13
38378,1226,68
66177,54,65
66178,54,78
38396,54,78
38397,54,26
38401,54,22
38402,54,53
38482,584,68
69411,584,58
68110,584,111
68406,584,54
38541,584,74
38542,584,47
38525,584,56
38544,584,70
38530,584,46
38531,584,55
38532,584,38
38533,584,46
67934,584,43
38534,584,46
38536,584,65
38585,1189,35
69412,1189,77
68452,1189,121
68920,1189,46
38594,1189,81
66186,1189,64
38586,1189,59
38588,1189,83
38592,1189,74
38614,969,38
68934,969,132
38628,969,67
38629,969,52
38631,969,65
38632,969,78
38622,969,55
38623,969,41
38626,969,39
66189,404,69
38644,404,82
38645,404,55
38648,404,77
38654,677,46
38688,677,71
38689,677,77
38690,677,57
38691,677,79
38682,677,68
38683,677,50
38684,677,31
38687,677,33
38700,103,49
38701,103,59
38702,103,37
38703,103,28
38706,103,88
38721,915,43
38737,915,72
38728,915,72
38729,915,26
38732,915,55
38733,915,43
38734,915,54
38736,915,53
38765,1006,41
68774,1006,39
38864,1006,88
38865,1006,77
38867,1006,56
38868,1006,62
38858,1006,55
38859,1006,57
38862,1006,55
38863,1006,39
38944,250,30
38948,250,55
68530,250,125
67936,250,53
38946,250,82
38828,1189,49
38849,1189,81
66192,1189,66
38841,1189,38
38842,1189,75
38843,1189,55
38844,1189,39
66193,920,69
38871,920,114
38872,920,35
38873,920,77
38878,920,79
38972,576,41
38973,576,67
38974,576,51
38975,576,80
38978,576,51
38980,576,74
38982,908,27
69413,908,52
38994,908,67
68694,908,128
39000,908,29
39001,908,70
39002,908,80
39003,908,65
39004,908,69
39005,908,63
39006,908,68
38991,908,67
38997,908,36
39031,1055,43
68117,1055,64
68824,1055,46
39032,1055,33
39035,1055,18
39036,1055,28
39037,1055,87
39038,1055,87
39067,1018,68
39068,1018,59
39069,1018,53
39073,1018,73
39074,1041,43
39076,1041,118
39077,1041,35
39078,1041,38
39082,1041,77
39087,1287,35
39093,1287,33
67940,1287,43
39098,1287,58
39089,1287,70
39090,1287,85
39091,1287,81
39092,1287,55
39114,299,79
66220,299,67
67941,299,53
39115,299,37
39119,299,59
39120,299,80
39147,616,21
66053,616,50
39553,616,104
39554,616,43
39557,616,66
39199,360,68
39200,360,23
39201,360,41
39202,360,72
39285,790,59
39286,790,84
39287,790,68
39288,790,28
39291,790,74
39333,1187,49
39336,1187,28
39337,1187,40
39339,1187,48
69416,707,84
39348,655,106
39349,707,72
39350,655,100
39351,655,79
39352,655,49
39353,707,69
39354,707,63
39359,572,43
39360,572,62
39361,572,51
39362,572,91
39366,572,69
39368,572,75
69417,945,88
66222,945,71
39369,945,119
39370,945,39
39374,945,85
39375,945,73
39377,554,54
39378,554,82
39379,554,64
39381,554,40
39384,554,49
39385,554,73
39386,346,68
39387,346,74
39388,346,72
39389,346,46
39392,346,77
39402,472,33
69418,472,57
39449,472,52
39442,472,94
39445,472,55
39447,472,29
39448,472,47
39424,894,43
39425,894,76
39426,894,34
39427,894,32
39430,894,38
39431,894,68
39432,894,68
39454,61,43
68826,61,54
39460,61,78
39461,61,23
39465,61,64
66224,61,59
39456,61,93
67943,61,47
39457,61,58
39458,61,32
39459,61,28
39503,90,41
39511,90,33
39512,90,49
39513,90,57
39505,90,69
39507,90,68
39508,90,55
39510,90,39
39582,981,38
39589,981,48
68342,981,138
68118,981,105
39596,981,74
39583,981,64
39590,981,53
39584,981,61
39586,981,62
39593,981,67
39604,320,54
69419,320,60
39624,320,65
39630,320,39
39631,320,31
67944,320,53
39635,320,65
39625,320,56
39626,320,43
39627,320,78
39646,1288,49
39647,1288,67
39648,1288,55
39651,1288,96
39652,1288,78
39672,633,29
69420,633,53
39839,633,59
39840,633,81
39844,633,55
39845,633,66
39674,530,41
66227,530,54
39679,530,70
39680,530,71
39685,530,56
39686,474,90
69421,586,57
66228,586,58
39742,586,66
39743,586,44
39746,586,18
39747,586,25
39748,586,25
39749,586,44
39846,1145,60
39853,1145,28
39854,1145,31
39855,1145,74
39857,1145,74
39847,1145,99
39848,1145,51
39849,1145,31
39852,1145,38
39873,328,38
39874,328,77
39875,328,73
39877,475,43
39879,328,40
39880,328,58
39881,475,91
39959,571,72
39962,571,78
39952,571,62
39953,571,78
39984,754,68
39992,754,79
39994,754,58
39996,754,68
40010,780,60
40018,780,92
40019,780,59
66239,780,55
40011,780,161
40012,780,66
40013,780,44
40014,780,77
40049,1329,46
40050,1329,63
40051,1329,35
40052,1329,67
40055,1329,74
40056,1329,67
40093,497,33
40246,497,45
40239,497,85
40240,497,66
40243,497,49
40094,1155,77
40104,1155,80
66245,1155,69
67948,1155,46
40102,1155,57
40114,495,52
69422,495,51
68122,495,52
40115,495,84
40118,495,74
40119,495,74
40120,495,30
40121,495,36
66246,495,55
67949,495,29
40124,495,99
40126,495,89
40130,495,77
66248,1310,46
40183,452,82
40171,1310,77
40174,665,55
40175,1310,62
40177,665,31
40178,1310,46
66249,665,52
40169,665,61
40226,452,38
40229,452,42
40230,1310,77
40231,1310,55
40233,452,43
40234,1310,46
40235,1310,48
40308,1019,29
40321,1019,69
40313,1019,70
40315,1019,76
40316,1019,19
40317,1019,32
40320,1019,62
40401,617,17
40403,617,24
40406,617,68
40407,617,71
40398,617,33
40399,617,50
68362,770,56
40468,617,42
40469,617,35
40471,770,31
40476,770,68
40477,617,67
40464,770,67
40465,617,48
40559,539,66
40568,539,58
40560,558,40
40562,539,53
40565,519,43
40566,539,44
40527,784,54
40528,784,77
40529,784,76
40530,784,31
40576,917,33
66253,917,67
40577,917,83
40578,917,23
40581,917,31
40582,917,61
40583,917,55
40629,759,46
66255,759,69
40635,759,76
40636,759,35
40639,759,28
40640,759,38
40641,759,69
40642,759,71
40649,462,49
67953,462,48
40650,462,92
40653,462,55
40654,462,33
40655,462,104
40656,462,61
40658,232,52
66256,232,68
67955,232,48
40659,232,66
40662,232,27
40664,232,61
40701,1165,21
66054,1165,47
42511,1165,107
42512,1165,43
42515,1165,62
42516,1165,68
66258,747,73
40722,747,75
40723,747,52
40725,747,44
40728,747,63
40759,456,81
40768,456,48
40770,456,63
40762,456,46
40763,456,54
40764,456,35
40766,456,67
40810,417,70
40802,417,99
67956,417,43
40803,417,75
40807,417,48
40809,417,61
40816,141,63
68364,141,91
68125,141,106
40838,141,53
40841,141,46
40842,141,75
40843,141,58
40834,141,35
40845,141,61
40846,141,55
40847,141,70
40835,141,32
40827,43,63
40828,43,105
40829,43,84
40830,43,57
40833,43,79
66261,1024,66
40991,1024,38
40992,126,43
40993,1024,75
40994,126,74
40985,126,62
67959,126,39
40995,1024,67
40988,126,71
40989,126,23
41008,1173,43
41030,1173,54
41031,1173,55
41032,1173,38
41033,1173,96
67961,1173,30
41035,1173,74
41036,1173,50
41037,1173,74
41028,1173,39
41029,1173,71
67962,598,50
41055,598,90
41056,598,51
41057,598,50
41060,598,98
67963,176,43
41063,176,85
41064,176,65
41065,176,35
41068,176,45
41069,176,73
41070,176,68
41077,1028,38
41078,1028,94
41079,1028,33
41080,1028,77
41083,1028,58
41084,1028,78
41093,156,41
66263,156,60
41094,156,102
41095,156,48
41098,156,67
41099,156,68
67964,145,45
41164,145,82
41165,145,133
41166,145,28
41169,145,51
41170,145,51
41171,145,57
41256,394,52
41262,394,90
41263,394,72
41264,394,20
41267,394,68
41315,1186,35
41316,1186,46
41317,1186,73
41318,1186,61
41311,1186,83
41321,1186,39
41322,1186,48
41323,1186,48
41312,1186,65
66267,642,71
41354,642,55
41356,642,29
41357,642,33
41361,642,59
41364,642,69
41352,642,74
68380,1264,29
41452,1264,28
41453,1264,25
41454,1264,41
41456,1264,61
41457,1264,66
41447,1264,79
41448,1264,47
41451,1264,13
41477,321,68
41480,26,91
41481,321,93
41483,321,78
41484,321,32
41487,26,81
66270,117,59
41509,117,90
41506,117,51
41510,117,24
41507,117,35
41514,117,49
41559,793,36
41560,793,94
41561,793,69
41563,793,73
41555,793,68
41578,1053,27
68736,1053,62
41608,1053,69
41592,1053,48
41597,1053,55
41598,1053,33
66271,1053,72
41601,1053,25
41606,1053,73
41607,1053,58
41579,135,33
41582,135,98
41580,135,80
41583,135,20
41584,135,38
41585,135,74
41643,160,49
41653,160,86
67969,160,45
41654,160,72
41658,160,58
41659,160,66
41644,160,102
41645,160,32
41649,160,58
41650,160,66
41661,895,49
41670,895,66
67970,895,39
41662,895,101
41665,895,27
41666,895,32
41667,895,70
41668,895,72
41692,1199,71
66272,1199,70
41693,1199,108
41694,1199,93
41697,1199,93
41698,1199,74
41704,685,35
66273,685,66
41705,685,76
41707,685,28
41811,1278,68
41812,1278,70
41813,1278,38
41814,1278,28
41819,966,52
41828,966,69
41829,966,68
41822,966,83
41833,966,67
41823,966,74
41824,966,51
41825,966,27
41895,384,35
66277,384,65
41896,384,33
41897,384,61
41902,719,66
67973,719,46
41903,719,28
41906,719,52
41920,1227,66
69426,1227,63
68346,1227,77
41930,1227,58
67974,1227,52
41923,1227,34
41924,1227,100
41926,1227,55
41976,275,34
67977,275,82
41977,275,59
41978,275,28
41981,275,53
41982,275,75
42003,724,55
42004,724,36
42005,724,43
67979,724,53
42001,724,45
42002,724,62
42036,18,60
42039,18,31
42040,18,34
42041,18,74
42045,18,37
67978,18,49
66279,606,68
42076,606,32
42080,606,105
42081,606,13
42089,606,56
42090,606,56
42091,606,42
42136,1245,41
42144,1245,71
42145,1245,84
42142,1245,38
42196,1031,38
42227,1031,52
42232,1031,46
42234,1031,77
42225,1031,60
42236,1031,59
42239,1031,71
42226,1031,38
42213,962,46
42214,962,76
42216,962,28
42217,962,46
42220,962,69
42242,364,60
42246,364,38
42247,364,45
42248,364,79
66281,364,61
42252,364,35
42253,364,69
42255,364,63
42245,364,100
66283,148,70
42316,148,54
42317,148,53
42308,148,78
42311,148,20
42314,148,32
42378,551,41
66284,551,56
66285,551,56
42379,551,66
42382,551,50
42398,882,63
42403,882,63
42404,882,53
42405,882,29
42407,1210,30
42410,882,81
42400,882,45
42401,882,38
42419,236,29
68704,236,148
68130,236,83
42433,236,54
42434,236,74
42424,236,76
42425,236,56
42429,236,59
42469,669,43
42470,669,81
42471,669,74
42472,669,82
42475,669,53
42476,669,61
42477,669,92
42478,669,78
42501,905,108
42504,905,26
42505,450,75
42507,922,74
42508,450,55
42542,76,72
42543,76,49
42544,76,41
42545,76,47
42551,1251,35
42552,1251,94
42553,1251,68
42556,1251,53
42557,1251,31
42558,1251,59
42560,1251,67
42564,274,66
67980,274,49
42565,274,84
42568,274,47
42569,274,60
42571,274,74
66291,1062,54
42596,1225,54
42587,1225,26
42588,1225,44
42589,1225,29
42601,96,43
42605,96,58
42607,96,23
42608,96,22
42611,96,68
42649,310,58
42660,310,63
42651,310,101
67982,310,30
42652,310,56
42655,310,23
42656,310,25
42657,310,81
42658,310,95
42662,226,66
42671,226,74
67983,226,77
42672,226,49
42675,226,28
42676,226,62
42677,226,74
42664,394,73
42665,394,67
42666,394,20
42669,394,49
42670,394,68
42695,123,54
69429,123,60
42709,123,65
42701,123,68
42703,123,36
42704,123,76
42705,123,53
42706,123,47
42752,276,31
42753,276,46
42754,276,49
42746,276,78
42749,276,34
42750,276,72
69430,1200,58
68132,1200,44
68398,1200,61
42831,1200,43
42835,1200,55
42836,1200,46
42838,1200,61
66296,1200,68
42840,1200,89
42841,1200,94
42842,1200,61
42843,1200,62
42938,818,71
42947,818,72
67992,818,51
42939,818,73
42945,818,71
42946,818,63
42953,193,43
69431,515,64
42976,193,56
42977,515,76
42958,193,63
42959,515,88
42960,193,31
42961,515,42
42967,193,38
42971,515,51
42983,1082,54
69432,1082,56
42994,1082,73
42987,1082,36
42990,1082,25
42992,1082,71
42993,1082,58
43063,452,70
43064,452,65
66298,452,55
43056,452,63
43057,452,39
43058,452,73
43059,452,55
43060,452,55
43090,1086,66
43079,1086,48
43081,1086,69
43082,1086,29
43110,1272,52
43119,1272,74
43120,1272,74
66299,1272,70
43114,1272,63
43117,1272,28
43118,1272,72
69433,1108,63
43166,868,92
68288,1108,88
68133,1108,90
43170,1108,74
43175,1108,68
67081,1108,39
43176,1108,75
43177,1108,53
43178,868,61
43179,868,66
43168,1108,28
43169,1108,46
43146,67,60
66300,67,66
43147,67,92
43148,67,29
43151,67,81
69434,797,74
68670,797,72
43225,797,58
43226,797,76
43218,797,56
43219,797,68
43220,797,68
43221,797,53
43224,797,62
43254,611,129
43255,611,65
43257,611,46
43258,611,54
43261,611,72
43335,405,38
68134,405,97
43346,405,64
43348,405,54
43349,405,78
43340,405,38
43341,405,37
43342,405,52
43364,883,68
43367,883,43
43368,883,34
43369,883,57
43372,883,63
43373,883,87
43375,1080,52
43380,1080,31
43381,1080,36
43382,1080,63
43385,1080,28
43386,1080,77
43388,1080,82
66304,168,71
43460,168,59
43461,168,73
43444,168,63
43447,168,68
43448,168,25
43449,168,23
43443,168,100
43452,364,35
43519,648,52
43528,648,45
43529,648,42
43531,648,63
66306,648,66
43533,648,71
43534,648,55
43535,648,63
43523,648,34
43536,648,74
67087,648,31
43537,648,92
43538,648,76
43542,648,53
43552,1306,54
43561,1306,68
66307,1306,68
43553,1306,88
43556,1306,16
43557,1306,49
43558,1306,55
43559,1306,63
43570,278,35
43578,278,50
43579,278,57
66308,278,64
43572,278,30
43573,278,102
43574,278,55
43575,278,33
43593,2,52
66309,2,55
43594,2,84
43595,2,32
43598,2,40
43599,2,68
66311,1192,72
43671,1192,58
43672,1192,58
43673,1192,23
43677,1192,69
43678,1060,33
43685,1060,69
43686,1060,72
43687,1060,72
43689,1060,73
43679,1060,73
43681,1060,34
43682,1060,88
43695,359,66
43697,359,30
67091,359,85
43698,359,54
43701,359,52
43702,359,82
43703,359,80
43725,1178,43
66312,1178,63
43726,1178,89
43727,1178,98
43730,1178,38
43732,1178,61
43733,1178,67
43799,1082,52
43802,1082,93
43803,1082,28
43806,1082,49
43807,1082,73
43808,405,52
66313,405,74
43809,405,64
43811,405,53
43814,405,78
43828,461,49
43836,461,42
43837,461,58
66316,461,53
67092,461,40
43829,461,100
43830,461,70
43831,461,55
43833,461,32
43873,1061,84
43885,1061,77
43882,1061,62
43883,1061,52
43900,1106,35
43908,1106,34
43911,1106,48
43901,1106,115
43902,1106,32
43903,1106,27
43907,1106,42
43922,864,41
43936,864,71
43937,864,86
43938,864,71
67093,864,34
43930,864,50
43931,864,34
43932,864,80
43935,864,43
43946,461,70
43948,461,32
43949,461,38
43950,461,72
43986,863,87
43995,863,53
43996,863,74
43987,863,37
43992,863,52
43994,863,43
43999,833,55
44007,833,38
44010,833,74
44011,833,69
44003,833,55
44004,833,55
44018,1060,35
44019,1060,112
44020,1060,34
44021,1060,62
44024,1060,73
44034,739,35
44046,1207,32
44047,739,85
44048,1207,55
44051,739,40
66319,1207,56
67094,1207,39
44045,739,42
44080,763,49
68706,763,125
68738,763,69
44087,763,34
44090,763,62
44091,763,75
44081,763,28
44082,763,83
44085,763,75
44086,763,55
44097,35,82
44098,35,64
44099,35,55
44100,35,41
44103,35,82
44119,850,33
44134,850,65
44135,850,62
44126,850,78
44128,850,73
44129,850,39
44130,850,36
44132,850,62
44137,247,77
44147,247,74
44148,247,46
44149,247,70
44152,247,58
44153,247,73
44140,1016,58
67096,1016,54
44141,1016,83
44142,1016,37
44145,1016,73
44146,1016,68
44166,37,54
44175,37,68
66321,37,69
44167,37,85
44172,37,45
44176,382,155
44177,382,66
44178,601,68
44179,1254,89
44180,382,34
44181,601,72
44182,382,79
44183,374,38
44186,374,69
44187,374,30
44188,374,47
44189,374,53
44199,283,52
44208,283,79
44200,283,128
44201,283,107
44204,283,36
44205,283,33
44206,283,46
44207,283,58
44213,801,52
44222,801,34
44224,801,40
44225,801,60
44226,801,52
44232,1203,35
44242,1203,59
44233,1203,97
44234,1203,65
44237,1203,33
44239,1203,68
44281,452,82
66324,1310,53
44273,452,80
44274,452,42
44275,1310,31
44276,1310,64
44277,1310,55
44278,452,65
44296,547,63
44299,547,43
44297,547,68
44300,547,44
44303,547,73
66325,258,69
44351,258,69
44334,908,74
44335,908,25
44339,258,33
44340,908,53
44347,908,27
44349,908,68
44350,908,68
44328,1333,55
44329,1333,33
44320,1333,124
44321,1333,62
44324,1333,32
44325,1333,28
44327,1333,75
44364,267,66
44372,267,28
44373,267,41
44374,267,42
66326,267,71
44367,267,103
67097,267,51
44377,267,48
44369,267,79
44370,267,44
44394,234,49
44396,234,83
44397,234,38
44398,234,78
44402,234,77
44422,340,54
69437,340,60
66328,340,59
67100,340,39
44426,340,29
44427,340,63
44428,340,47
44429,340,79
44440,549,35
44441,549,91
44442,549,58
44443,549,73
44447,549,53
44448,549,89
44469,1321,52
44477,1294,57
44478,1321,63
66330,1294,73
44470,1294,39
44472,1294,55
44473,1321,28
44476,1321,57
44485,984,76
67101,984,77
44487,984,57
44488,984,31
44491,431,33
44500,431,63
67104,431,54
44492,431,84
44495,431,39
44496,431,31
44498,431,63
44499,431,62
44522,664,52
44525,664,22
44526,664,27
44527,664,53
66331,216,70
44538,216,33
44539,216,69
44541,216,42
44544,216,67
44550,1306,36
44551,1306,71
44552,1306,49
44553,1306,63
44556,544,43
69438,544,71
66332,544,60
44567,544,92
44569,544,55
44570,544,31
44571,544,56
44572,544,66
44560,544,65
44562,544,55
44563,544,34
44564,544,54
44582,1315,35
44588,1315,83
44589,1315,53
44592,1315,82
44586,1315,37
44587,1315,40
44598,660,43
44610,660,55
44602,660,72
67106,660,49
44604,660,77
44605,660,27
44608,660,66
44618,1259,54
44633,1259,68
44624,1259,79
44625,1259,32
44628,1259,49
44631,1259,28
44632,1259,61
44677,1002,49
44686,1002,43
44687,1002,41
66335,1002,52
44680,1002,151
44690,1002,56
44691,1002,77
44681,1002,94
44682,1002,40
44714,720,54
44715,720,94
44716,720,77
44718,720,18
44721,720,79
44732,1106,43
44733,1106,91
44734,1106,29
44737,1106,42
44738,1106,34
44739,1106,38
44740,1106,65
44776,733,99
44777,733,45
44778,733,35
44779,733,37
44782,733,37
44783,733,65
44789,960,52
44790,960,84
44791,960,83
44792,960,33
44795,960,61
44796,960,81
44810,285,49
44811,285,128
44814,285,43
44816,285,63
44817,285,73
44828,191,38
44837,191,76
66337,191,71
44829,191,60
44832,191,55
44833,191,42
44834,191,72
44835,191,87
44842,720,52
44844,720,48
44846,720,55
44849,720,79
44859,480,41
66338,480,67
44869,480,79
44860,480,86
44864,480,27
44865,480,71
44866,480,59
44896,766,43
66339,766,44
67108,766,55
44899,766,61
44900,766,33
44901,766,69
44902,766,56
66340,11,64
44906,11,107
67109,11,61
44907,11,82
44911,11,62
44912,11,68
66341,899,49
44949,899,73
44950,899,37
44951,899,64
44954,899,66
44955,899,54
44956,899,63
44969,812,43
44970,812,64
44971,812,75
44972,812,25
44975,812,75
45050,1059,68
45051,1059,82
45052,1059,81
45053,1059,55
45057,1059,62
66343,351,52
45060,549,87
45061,351,29
45062,351,63
45063,351,55
45066,549,59
45089,984,38
45090,984,76
45091,984,28
45092,984,57
45095,984,69
45096,984,74
45097,899,35
45100,899,39
45101,899,70
45102,899,55
45104,899,33
45108,1083,46
45111,1083,80
45112,1083,48
45113,1083,61
45114,1083,25
45117,1083,68
45163,224,68
67112,224,36
45164,224,89
45165,224,36
45168,224,72
45169,545,54
45180,545,72
45171,545,80
45172,545,82
45177,545,38
45178,545,57
45179,545,63
45186,451,49
45193,451,28
45194,451,76
45196,451,48
45199,451,67
45220,544,33
45221,544,73
45222,544,55
45223,544,31
45252,1249,43
69439,1249,101
45265,1249,72
45268,1249,71
45269,1249,56
45270,1249,80
66351,1249,54
45271,1249,53
45272,1249,53
45273,1249,74
45262,1249,49
45323,1252,46
66352,1252,57
45324,1252,83
45326,1252,55
45329,1252,52
45362,1278,43
66354,1278,67
67113,1278,44
45363,1278,75
45366,1278,36
45367,1278,28
45368,1278,54
45369,1278,87
45412,7,23
45413,7,27
45414,7,48
45415,7,53
45421,1269,42
45423,1269,29
45424,1269,63
45425,1269,71
45432,896,35
69440,896,52
68137,896,49
68726,896,59
45440,896,61
45441,896,96
66355,896,66
67114,896,39
45433,896,79
45434,896,66
45435,896,55
45436,187,78
45437,896,55
45448,947,126
45449,947,91
45468,550,77
45469,550,68
45470,550,40
45471,550,38
45486,637,48
45487,637,68
66356,637,70
45479,637,87
45481,637,61
45482,637,53
45483,637,25
45484,637,68
45494,1280,38
69441,1280,55
45511,1280,70
45512,1280,34
45515,1280,38
45516,1280,98
45517,1280,62
45518,1280,48
45525,1106,77
45526,1106,89
45527,1106,29
45529,1106,42
45570,469,41
66359,469,58
67116,469,43
45571,469,36
45574,469,36
45575,469,24
45576,469,65
45577,469,103
45595,546,21
66055,546,46
45597,546,119
45598,546,45
45601,546,91
45636,337,46
66360,337,60
45637,337,100
45638,337,95
45641,337,20
45651,377,43
45652,377,86
45654,377,28
45657,377,63
45658,377,83
45672,255,59
45663,255,101
45673,255,63
45664,255,34
45669,255,39
45684,856,49
45692,856,71
66362,856,51
67117,856,40
45687,856,68
45688,856,38
45689,856,40
45690,856,48
45711,1201,49
69442,1201,52
45723,1201,73
45714,1201,160
45719,1201,43
45721,1201,57
45722,1201,70
45739,820,29
45743,866,48
45746,866,18
45748,866,49
45754,573,63
45762,211,31
45764,211,89
45765,211,79
45766,211,58
67118,211,46
45767,211,76
45758,211,66
45759,211,35
45760,573,82
45777,82,27
45789,82,64
45780,82,86
45781,82,26
45784,82,30
45785,860,37
45786,82,27
45787,82,56
45788,82,53
45819,768,125
45820,768,63
45821,768,31
45822,768,99
45826,768,74
45829,194,21
66056,194,50
47983,194,87
47984,194,43
47987,194,60
45835,132,35
45837,537,86
45838,132,53
45839,537,55
45840,132,69
45841,132,18
45843,537,53
67119,537,48
45847,132,98
45848,132,55
45850,132,69
45851,132,69
45852,88,54
45861,88,79
66367,88,73
66368,88,67
45855,88,66
45856,88,18
45857,88,38
45858,88,91
45864,703,78
45865,703,53
45869,703,33
45870,703,48
45872,703,80
45873,703,63
45905,568,46
45916,568,76
45907,568,79
67120,568,44
45910,568,89
45912,568,35
45913,568,56
45914,568,59
45927,343,46
45928,343,88
45932,343,27
45935,343,53
45936,343,68
46001,382,79
66369,382,69
45993,382,83
67121,382,39
45996,382,66
45997,382,55
45998,382,34
45999,382,75
45967,1022,72
45968,1022,35
45969,1022,88
45970,1022,55
45973,1022,81
45975,1022,77
46053,1218,66
66370,1218,68
67122,1218,53
46054,1218,93
46058,1218,46
46059,1218,68
46060,1218,77
46155,765,46
46182,765,69
46174,765,70
67123,765,51
46177,765,19
46179,765,28
46180,765,59
46181,765,53
46165,801,73
46166,801,60
46167,801,54
46170,801,40
46260,925,60
68400,925,114
68138,925,98
69034,925,59
46275,925,58
46266,925,73
67125,925,33
46276,925,74
46269,925,78
46270,925,55
46271,925,55
46272,925,29
46287,1070,35
46305,1070,67
46288,1070,77
46289,1070,79
46293,1070,59
46294,1070,23
46296,1070,38
66374,1070,48
46302,1070,59
46310,173,41
46314,173,73
46315,173,63
46316,173,28
46319,173,87
46336,87,68
46327,87,94
46330,87,43
46332,87,48
46339,173,46
69445,173,67
46368,173,79
46370,173,57
46371,173,60
46374,173,33
46375,173,87
46435,87,60
46436,87,68
66375,87,67
46428,87,128
46430,87,43
46431,87,63
46432,87,38
46433,87,47
46489,790,41
46491,790,70
46492,790,41
46495,790,40
46496,790,47
46497,790,74
66376,238,53
66377,238,53
46500,238,115
46501,238,33
46505,238,65
46506,238,65
46587,920,41
46588,920,103
46589,920,35
46592,920,49
46594,920,71
46595,920,53
46596,920,79
46606,894,76
46609,894,38
46610,894,47
46611,894,68
46658,1043,74
46659,1043,63
46660,1043,55
46661,1043,71
46712,684,58
69446,684,47
68664,684,36
46737,684,28
46740,684,95
46731,684,64
67129,684,42
46741,684,50
46733,684,48
46734,684,60
46735,684,55
46759,591,38
46761,591,56
46752,591,31
46753,591,34
46757,1115,55
46773,1204,29
46791,1204,72
46792,1204,30
46793,1204,34
46796,1204,50
46797,1204,68
46774,390,52
46775,390,73
46776,390,33
46778,390,34
46781,390,74
46783,390,70
46862,213,33
66381,213,47
46863,213,83
46864,213,21
46867,213,45
46869,213,60
46870,213,62
66383,812,50
46927,812,58
46928,812,84
46931,812,68
46932,812,64
46956,763,46
46957,763,76
46960,763,75
46961,763,55
46962,763,34
46963,763,49
47008,391,66
47000,391,58
47002,391,30
47003,391,68
47028,1309,85
47029,1309,29
47030,1309,103
47031,1309,55
47034,1309,68
66384,1309,71
67130,1309,46
47038,1309,146
47041,1309,55
47042,1309,30
47043,1309,65
67131,56,59
47059,56,79
47060,56,79
